,kboTIME,RA,DEC
229,2433511.261359597,272.62451,-22.8771
230,2433512.2612837614,272.6132,-22.87798
231,2433513.2612069375,272.60224,-22.87886
232,2433514.26112915,272.59164,-22.87973
233,2433515.261050425,272.58141,-22.88059
234,2433516.2609707857,272.57156,-22.88145
235,2433517.260890257,272.56207,-22.8823
236,2433518.2608088627,272.55297,-22.88315
237,2433519.260726626,272.54424,-22.88399
238,2433520.2606435707,272.53589,-22.88483
239,2433521.260559719,272.52794,-22.88566
240,2433522.260475095,272.52037,-22.88649
241,2433523.2603897215,272.51319,-22.88731
242,2433524.260303622,272.50641,-22.88813
243,2433525.2602168205,272.50002,-22.88893
244,2433526.2601293414,272.49404,-22.88974
245,2433527.260041209,272.48846,-22.89054
246,2433528.2599524492,272.48329,-22.89133
247,2433529.2598630874,272.47852,-22.89212
248,2433530.259773149,272.47417,-22.8929
249,2433531.259682662,272.47024,-22.89368
250,2433532.2595916516,272.46672,-22.89445
251,2433533.259500147,272.46363,-22.89521
252,2433534.259408175,272.46095,-22.89597
253,2433535.2593157655,272.4587,-22.89672
254,2433536.2592229475,272.45688,-22.89746
255,2433537.259129751,272.45549,-22.8982
256,2433538.259036206,272.45452,-22.89894
257,2433539.2589423438,272.45399,-22.89966
258,2433540.2588481945,272.45389,-22.90038
259,2433541.2587537887,272.45422,-22.90109
260,2433542.2586591565,272.45498,-22.9018
261,2433543.258564327,272.45618,-22.90249
262,2433544.2584693287,272.45781,-22.90319
263,2433545.2583741904,272.45987,-22.90387
264,2433546.25827894,272.46237,-22.90454
265,2433547.258183604,272.4653,-22.90521
266,2433548.2580882106,272.46866,-22.90587
267,2433549.257992786,272.47245,-22.90653
268,2433550.2578973565,272.47667,-22.90717
269,2433551.257801949,272.48132,-22.90781
270,2433552.257706591,272.4864,-22.90844
271,2433553.257611309,272.49192,-22.90907
272,2433554.25751613,272.49786,-22.90968
273,2433555.257421082,272.50424,-22.91029
274,2433556.2573261918,272.51104,-22.91089
275,2433557.257231488,272.51827,-22.91148
276,2433558.257136998,272.52592,-22.91206
277,2433559.257042751,272.53401,-22.91264
278,2433560.2569487756,272.54252,-22.91321
279,2433561.256855101,272.55145,-22.91377
280,2433562.2567617553,272.56081,-22.91432
281,2433563.2566687698,272.57059,-22.91486
282,2433564.256576174,272.58079,-22.91539
283,2433565.256483998,272.59141,-22.91592
284,2433566.2563922727,272.60245,-22.91643
285,2433567.256301029,272.6139,-22.91694
286,2433568.256210297,272.62576,-22.91743
287,2433569.2561201053,272.63803,-22.91792
288,2433570.256030484,272.65071,-22.91839
289,2433571.2559414604,272.66378,-22.91886
290,2433572.2558530616,272.67726,-22.91932
291,2433573.2557653137,272.69113,-22.91976
292,2433574.255678243,272.7054,-22.9202
293,2433575.2555918735,272.72005,-22.92063
294,2433576.2555062305,272.73509,-22.92104
295,2433577.2554213386,272.7505,-22.92145
296,2433578.2553372215,272.7663,-22.92185
297,2433579.255253903,272.78247,-22.92223
298,2433580.2551714075,272.79901,-22.92261
299,2433581.2550897584,272.81592,-22.92297
300,2433582.2550089797,272.83319,-22.92333
301,2433583.2549290955,272.85082,-22.92367
302,2433584.254850129,272.8688,-22.924
303,2433585.254772105,272.88714,-22.92433
304,2433586.2546950467,272.90583,-22.92464
305,2433587.254618978,272.92486,-22.92494
306,2433588.2545439242,272.94423,-22.92523
307,2433589.254469908,272.96394,-22.92551
308,2433590.2543969546,272.98398,-22.92578
309,2433591.2543250876,273.00435,-22.92603
310,2433592.2542543323,273.02504,-22.92628
311,2433593.254184713,273.04605,-22.92651
312,2433594.254116254,273.06737,-22.92673
313,2433595.2540489794,273.08901,-22.92694
314,2433596.2539829127,273.11094,-22.92714
315,2433597.2539180764,273.13317,-22.92732
316,2433598.253854492,273.15569,-22.9275
317,2433599.2537921807,273.1785,-22.92766
318,2433600.25373116,273.20158,-22.92781
319,2433601.2536714487,273.22494,-22.92795
320,2433602.2536130645,273.24856,-22.92807
321,2433603.253556024,273.27244,-22.92818
322,2433604.2535003433,273.29658,-22.92829
323,2433605.2534460383,273.32096,-22.92837
324,2433606.253393125,273.34559,-22.92845
325,2433607.2533416175,273.37045,-22.92852
326,2433608.253291532,273.39554,-22.92857
327,2433609.253242883,273.42086,-22.92861
328,2433610.253195685,273.44639,-22.92864
329,2433611.253149952,273.47214,-22.92866
330,2433612.253105698,273.49809,-22.92867
331,2433613.253062939,273.52425,-22.92866
332,2433614.253021687,273.5506,-22.92865
333,2433615.2529819566,273.57714,-22.92862
334,2433616.252943762,273.60386,-22.92858
335,2433617.2529071174,273.63075,-22.92852
336,2433618.252872035,273.65782,-22.92846
337,2433619.2528385296,273.68505,-22.92838
338,2433620.2528066137,273.71244,-22.9283
339,2433621.2527763015,273.73998,-22.9282
340,2433622.2527476046,273.76766,-22.92809
341,2433623.2527205367,273.79547,-22.92797
342,2433624.2526951083,273.82342,-22.92783
343,2433625.2526713302,273.85148,-22.92769
344,2433626.2526492113,273.87966,-22.92753
345,2433627.252628759,273.90795,-22.92736
346,2433628.2526099803,273.93633,-22.92718
347,2433629.2525928807,273.96481,-22.927
348,2433630.252577464,273.99336,-22.9268
349,2433631.2525637345,274.02199,-22.92658
350,2433632.2525516953,274.05069,-22.92636
351,2433633.2525413493,274.07945,-22.92613
352,2433634.2525326996,274.10827,-22.92589
353,2433635.2525257473,274.13713,-22.92564
354,2433636.2525204956,274.16603,-22.92538
355,2433637.252516945,274.19497,-22.92511
356,2433638.2525150967,274.22393,-22.92483
357,2433639.252514953,274.2529,-22.92455
358,2433640.2525165137,274.2819,-22.92425
359,2433641.2525197794,274.31089,-22.92395
360,2433642.2525247512,274.33989,-22.92363
361,2433643.2525314293,274.36888,-22.92331
362,2433644.252539814,274.39785,-22.92298
363,2433645.252549905,274.4268,-22.92265
364,2433646.252561702,274.45572,-22.9223
365,2433647.2525752047,274.4846,-22.92195
366,2433648.2525904123,274.51344,-22.92159
367,2433649.2526073246,274.54224,-22.92123
368,2433650.252625939,274.57097,-22.92085
369,2433651.2526462534,274.59964,-22.92047
370,2433652.252668265,274.62823,-22.92009
371,2433653.252691969,274.65674,-22.9197
372,2433654.2527173595,274.68517,-22.9193
373,2433655.25274443,274.71349,-22.9189
374,2433656.2527731727,274.74171,-22.91849
375,2433657.2528035776,274.76982,-22.91807
376,2433658.252835635,274.79781,-22.91766
377,2433659.2528693336,274.82568,-22.91724
378,2433660.252904663,274.85341,-22.91681
379,2433661.2529416108,274.88099,-22.91638
380,2433662.2529801656,274.90843,-22.91595
381,2433663.253020316,274.93572,-22.91552
382,2433664.253062049,274.96285,-22.91508
383,2433665.2531053517,274.98981,-22.91464
384,2433666.253150212,275.01659,-22.9142
385,2433667.2531966167,275.04319,-22.91376
386,2433668.2532445528,275.06961,-22.91332
387,2433669.253294007,275.09584,-22.91288
388,2433670.253344966,275.12187,-22.91244
389,2433671.2533974163,275.14769,-22.91199
390,2433672.2534513446,275.1733,-22.91155
391,2433673.2535067373,275.1987,-22.91111
392,2433674.2535635806,275.22387,-22.91067
393,2433675.2536218604,275.24881,-22.91023
394,2433676.253681563,275.27352,-22.90979
395,2433677.253742673,275.29799,-22.90935
396,2433678.2538051754,275.32221,-22.90892
397,2433679.253869055,275.34617,-22.90849
398,2433680.253934293,275.36988,-22.90806
399,2433681.2540008733,275.39331,-22.90763
400,2433682.2540687756,275.41647,-22.90721
401,2433683.2541379803,275.43936,-22.90679
402,2433684.254208466,275.46195,-22.90638
403,2433685.254280211,275.48425,-22.90597
404,2433686.2543531917,275.50626,-22.90556
405,2433687.2544273855,275.52796,-22.90516
406,2433688.254502769,275.54935,-22.90477
407,2433689.2545793187,275.57042,-22.90439
408,2433690.25465701,275.59118,-22.90401
409,2433691.25473582,275.61162,-22.90364
410,2433692.2548157247,275.63172,-22.90327
411,2433693.2548967004,275.65149,-22.90292
412,2433694.2549787224,275.67093,-22.90257
413,2433695.2550617675,275.69002,-22.90223
414,2433696.255145811,275.70876,-22.9019
415,2433697.25523083,275.72716,-22.90158
416,2433698.2553168004,275.7452,-22.90127
417,2433699.255403698,275.76289,-22.90096
418,2433700.2554915003,275.78021,-22.90067
419,2433701.2555801827,275.79717,-22.90039
420,2433702.255669723,275.81375,-22.90012
421,2433703.255760097,275.82997,-22.89986
422,2433704.255851281,275.84581,-22.89961
423,2433705.2559432504,275.86126,-22.89937
424,2433706.2560359812,275.87633,-22.89915
425,2433707.256129448,275.89101,-22.89893
426,2433708.256223624,275.9053,-22.89873
427,2433709.2563184826,275.9192,-22.89854
428,2433710.2564139958,275.93269,-22.89837
429,2433711.2565101353,275.94577,-22.8982
430,2433712.256606871,275.95845,-22.89805
431,2433713.2567041735,275.97072,-22.89792
432,2433714.2568020127,275.98257,-22.8978
433,2433715.2569003575,275.99401,-22.89769
434,2433716.2569991783,276.00503,-22.8976
435,2433717.2570984447,276.01563,-22.89752
436,2433718.257198126,276.02581,-22.89746
437,2433719.2572981925,276.03556,-22.89741
438,2433720.2573986147,276.04488,-22.89738
439,2433721.2574993623,276.05378,-22.89736
440,2433722.257600406,276.06225,-22.89736
441,2433723.257701718,276.07029,-22.89738
442,2433724.2578032673,276.0779,-22.89742
443,2433725.2579050264,276.08508,-22.89746
444,2433726.2580069676,276.09183,-22.89753
445,2433727.258109062,276.09814,-22.89761
446,2433728.2582112825,276.10402,-22.89771
447,2433729.258313602,276.10947,-22.89783
448,2433730.2584159933,276.11448,-22.89796
449,2433731.25851843,276.11905,-22.89811
450,2433732.2586208847,276.12319,-22.89828
451,2433733.25872333,276.12689,-22.89847
452,2433734.2588257384,276.13016,-22.89867
453,2433735.2589280815,276.13298,-22.89889
454,2433736.25903033,276.13537,-22.89912
455,2433737.2591324546,276.13732,-22.89938
456,2433738.2592344247,276.13883,-22.89965
457,2433739.2593362103,276.1399,-22.89994
458,2433740.2594377804,276.14053,-22.90025
459,2433741.2595391036,276.14072,-22.90057
460,2433742.259640149,276.14048,-22.90091
461,2433743.2597408863,276.1398,-22.90127
462,2433744.2598412842,276.13868,-22.90165
463,2433745.259941313,276.13713,-22.90205
464,2433746.2600409426,276.13514,-22.90247
465,2433747.2601401433,276.13273,-22.9029
466,2433748.260238887,276.12989,-22.90335
467,2433749.260337144,276.12662,-22.90382
468,2433750.2604348874,276.12293,-22.90431
469,2433751.260532089,276.11882,-22.90481
470,2433752.2606287217,276.11428,-22.90533
471,2433753.260724759,276.10934,-22.90587
472,2433754.2608201755,276.10398,-22.90643
473,2433755.2609149455,276.09821,-22.90701
474,2433756.2610090435,276.09203,-22.9076
475,2433757.2611024464,276.08545,-22.90821
476,2433758.2611951297,276.07847,-22.90883
477,2433759.2612870703,276.07109,-22.90947
478,2433760.2613782445,276.06331,-22.91013
479,2433761.261468628,276.05514,-22.91081
480,2433762.2615581974,276.04658,-22.9115
481,2433763.2616469273,276.03764,-22.91221
482,2433764.261734793,276.02831,-22.91293
483,2433765.2618217682,276.0186,-22.91367
484,2433766.261907828,276.00851,-22.91442
485,2433767.2619929467,275.99805,-22.91519
486,2433768.262077098,275.98721,-22.91598
487,2433769.2621602556,275.97602,-22.91678
488,2433770.262242396,275.96446,-22.91759
489,2433771.262323493,275.95254,-22.91842
490,2433772.262403523,275.94027,-22.91927
491,2433773.2624824625,275.92765,-22.92013
492,2433774.2625602875,275.91469,-22.921
493,2433775.2626369763,275.9014,-22.92189
494,2433776.2627125066,275.88777,-22.92279
495,2433777.262786858,275.87382,-22.9237
496,2433778.2628600085,275.85955,-22.92463
497,2433779.26293194,275.84496,-22.92557
498,2433780.2630026327,275.83006,-22.92653
499,2433781.263072068,275.81487,-22.92749
500,2433782.263140228,275.79937,-22.92847
501,2433783.263207097,275.78359,-22.92946
502,2433784.2632726575,275.76752,-22.93046
503,2433785.2633368946,275.75117,-22.93148
504,2433786.263399793,275.73455,-22.9325
505,2433787.2634613384,275.71766,-22.93353
506,2433788.2635215153,275.70051,-22.93458
507,2433789.26358031,275.6831,-22.93563
508,2433790.2636377076,275.66545,-22.93669
509,2433791.263693691,275.64755,-22.93776
510,2433792.263748246,275.62941,-22.93884
511,2433793.2638013554,275.61104,-22.93993
512,2433794.2638530033,275.59244,-22.94103
513,2433795.263903174,275.57362,-22.94214
514,2433796.263951852,275.55459,-22.94325
515,2433797.2639990225,275.53535,-22.94438
516,2433798.2640446704,275.51591,-22.94551
517,2433799.2640887825,275.49628,-22.94664
518,2433800.2641313453,275.47646,-22.94779
519,2433801.264172347,275.45646,-22.94894
520,2433802.264211775,275.4363,-22.9501
521,2433803.264249619,275.41597,-22.95126
522,2433804.2642858685,275.39549,-22.95243
523,2433805.2643205146,275.37486,-22.9536
524,2433806.2643535486,275.35409,-22.95478
525,2433807.2643849626,275.33318,-22.95597
526,2433808.26441475,275.31216,-22.95716
527,2433809.264442904,275.29101,-22.95835
528,2433810.2644694196,275.26976,-22.95955
529,2433811.2644942924,275.24841,-22.96075
530,2433812.264517518,275.22697,-22.96195
531,2433813.264539094,275.20544,-22.96315
532,2433814.2645590175,275.18383,-22.96436
533,2433815.2645772854,275.16215,-22.96557
534,2433816.264593896,275.14041,-22.96678
535,2433817.2646088465,275.11861,-22.968
536,2433818.264622135,275.09676,-22.96921
537,2433819.2646337575,275.07487,-22.97043
538,2433820.2646437106,275.05294,-22.97164
539,2433821.2646519914,275.03098,-22.97286
540,2433822.2646585954,275.009,-22.97408
541,2433823.2646635207,274.98701,-22.97529
542,2433824.264666764,274.96501,-22.97651
543,2433825.264668324,274.94302,-22.97773
544,2433826.2646681992,274.92103,-22.97894
545,2433827.2646663897,274.89907,-22.98016
546,2433828.264662895,274.87712,-22.98137
547,2433829.264657717,274.85522,-22.98259
548,2433830.2646508575,274.83335,-22.9838
549,2433831.2646423187,274.81154,-22.98501
550,2433832.264632105,274.78978,-22.98622
551,2433833.2646202194,274.76809,-22.98743
552,2433834.2646066686,274.74647,-22.98863
553,2433835.2645914573,274.72494,-22.98983
554,2433836.264574593,274.7035,-22.99103
555,2433837.264556083,274.68215,-22.99222
556,2433838.264535935,274.66092,-22.99341
557,2433839.2645141585,274.63979,-22.9946
558,2433840.264490763,274.61879,-22.99578
559,2433841.2644657586,274.59792,-22.99696
560,2433842.2644391553,274.57718,-22.99814
561,2433843.2644109647,274.55658,-22.99931
562,2433844.2643811963,274.53614,-23.00047
563,2433845.264349861,274.51585,-23.00163
564,2433846.2643169696,274.49572,-23.00279
565,2433847.26428253,274.47576,-23.00394
566,2433848.2642465536,274.45597,-23.00508
567,2433849.2642090484,274.43637,-23.00622
568,2433850.2641700236,274.41695,-23.00736
569,2433851.2641294906,274.39773,-23.00848
570,2433852.264087458,274.37871,-23.00961
571,2433853.264043939,274.3599,-23.01072
572,2433854.263998944,274.3413,-23.01183
573,2433855.2639524858,274.32293,-23.01294
574,2433856.263904578,274.30479,-23.01403
575,2433857.263855235,274.28688,-23.01513
576,2433858.263804471,274.26922,-23.01621
577,2433859.263752302,274.25181,-23.01729
578,2433860.263698744,274.23465,-23.01836
579,2433861.263643814,274.21776,-23.01943
580,2433862.2635875293,274.20114,-23.02048
581,2433863.263529909,274.18479,-23.02153
582,2433864.2634709715,274.16873,-23.02258
583,2433865.2634107373,274.15295,-23.02361
584,2433866.263349226,274.13747,-23.02464
585,2433867.2632864593,274.12229,-23.02566
586,2433868.2632224574,274.10742,-23.02667
587,2433869.2631572424,274.09285,-23.02767
588,2433870.263090836,274.0786,-23.02867
589,2433871.263023259,274.06468,-23.02965
590,2433872.262954534,274.05107,-23.03063
591,2433873.262884681,274.0378,-23.0316
592,2433874.2628137213,274.02486,-23.03256
593,2433875.2627416747,274.01225,-23.03351
594,2433876.262668561,273.99999,-23.03446
595,2433877.262594401,273.98808,-23.03539
596,2433878.262519213,273.97651,-23.03632
597,2433879.2624430177,273.9653,-23.03724
598,2433880.262365836,273.95445,-23.03815
599,2433881.26228769,273.94396,-23.03905
600,2433882.2622086005,273.93384,-23.03994
601,2433883.262128591,273.92409,-23.04082
602,2433884.262047684,273.91472,-23.04169
603,2433885.2619659035,273.90573,-23.04256
604,2433886.2618832737,273.89713,-23.04342
605,2433887.2617998202,273.88891,-23.04426
606,2433888.2617155677,273.88109,-23.0451
607,2433889.2616305426,273.87367,-23.04593
608,2433890.2615447715,273.86664,-23.04675
609,2433891.261458282,273.86002,-23.04755
610,2433892.2613711003,273.8538,-23.04835
611,2433893.261283256,273.84799,-23.04914
612,2433894.2611947777,273.8426,-23.04992
613,2433895.261105693,273.83762,-23.05069
614,2433896.261016031,273.83305,-23.05145
615,2433897.260925821,273.82891,-23.0522
616,2433898.2608350907,273.82519,-23.05294
617,2433899.2607438695,273.82188,-23.05366
618,2433900.260652184,273.819,-23.05438
619,2433901.260560062,273.81655,-23.05509
620,2433902.2604675298,273.81452,-23.05578
621,2433903.2603746145,273.81291,-23.05647
622,2433904.2602813407,273.81174,-23.05715
623,2433905.260187735,273.81099,-23.05781
624,2433906.2600938226,273.81067,-23.05847
625,2433907.2599996296,273.81078,-23.05911
626,2433908.2599051823,273.81132,-23.05974
627,2433909.2598105073,273.8123,-23.06037
628,2433910.259715631,273.81371,-23.06098
629,2433911.259620582,273.81555,-23.06158
630,2433912.2595253885,273.81783,-23.06217
631,2433913.2594300774,273.82054,-23.06275
632,2433914.2593346788,273.8237,-23.06332
633,2433915.2592392205,273.82729,-23.06388
634,2433916.259143733,273.83131,-23.06443
635,2433917.2590482454,273.83578,-23.06496
636,2433918.2589527885,273.84068,-23.06549
637,2433919.258857392,273.84602,-23.066
638,2433920.2587620867,273.8518,-23.0665
639,2433921.258666904,273.85801,-23.06699
640,2433922.258571875,273.86466,-23.06747
641,2433923.25847703,273.87174,-23.06794
642,2433924.2583824,273.87926,-23.06839
643,2433925.258288015,273.88721,-23.06883
644,2433926.2581939055,273.89559,-23.06926
645,2433927.2581001,273.90439,-23.06968
646,2433928.2580066263,273.91362,-23.07008
647,2433929.257913513,273.92327,-23.07048
648,2433930.257820786,273.93334,-23.07086
